4.0 , 573 , Lam Zhou Handmade Noodle ,  Vegan
4.5 , 22 , Caffeina Espresso Bar ,  Vegan
4.5 , 61 , Cafe Hanamizuki ,  Vegan
5.0 , 14 , Peasant Stock ,  Vegan
4.0 , 2735 , Totto Ramen ,  Vegan
4.0 , 158 , Sandwich House ,  Vegan
4.5 , 56 , Newtown ,  Vegan
4.0 , 209 , Luu's Baguette ,  Vegan
4.0 , 1097 , Amy Ruth's ,  Vegan
3.5 , 667 , Sylvia's Restaurant ,  Vegan
4.0 , 50 , Soul Food Kitchen ,  Vegan
3.0 , 297 , Miss Mamie's Spoonbread Too ,  Vegan
4.0 , 39 , Tj's Cafe ,  Vegan
4.0 , 13 , Greenz & Thingz Southern ,  Vegan
4.0 , 10 , Kitty's Canteen ,  Vegan
4.0 , 991 , Red Bamboo ,  Vegan
4.0 , 263 , Bobwhite Lunch & Supper Counter ,  Vegan
3.5 , 375 , Melba's ,  Vegan
4.0 , 148 , Jacob Restaurant ,  Vegan
4.0 , 137 , Charles' Country Pan Fried Chicken ,  Vegan
4.0 , 822 , SoCo ,  Vegan
3.5 , 46 , Manna's ,  Vegan
2.5 , 215 , Soul Fixins ,  Vegan
4.5 , 76 , Vonda's Kitchen ,  Vegan
4.0 , 1486 , Pies-n-Thighs ,  Vegan
4.0 , 340 , Great Jones Cafe ,  Vegan
4.0 , 343 , Vegetarian's Paradise 2 ,  Vegan
4.5 , 292 ,  Vegan
4.0 , 258 , Pata Negra ,  Vegan
4.0 , 470 , Boqueria ,  Vegan
4.0 , 443 , Salinas ,  Vegan
4.0 , 571 , Yerba Buena ,  Vegan
4.0 , 1252 , Alta ,  Vegan
4.0 , 699 , SOCARRAT Paella Bar Chelsea ,  Vegan
4.0 , 694 , Boqueria ,  Vegan
4.0 , 158 , Puerto Viejo ,  Vegan
4.0 , 129 , Tapas De Espana ,  Vegan
4.0 , 156 , El Porron ,  Vegan
4.5 , 203 , Fernandes Steak House ,  Vegan
4.0 , 483 , Arepas Cafe ,  Vegan
4.0 , 759 , Casa Mono ,  Vegan
4.5 , 88 , Baoburg ,  Vegan
4.0 , 159 , Barrio 47 ,  Vegan
4.0 , 278 , Convivium Osteria ,  Vegan
4.0 , 166 , La Vara ,  Vegan
4.0 , 196 , 100 Montaditos ,  Vegan
4.0 , 512 , Tia Pol ,  Vegan
4.0 , 331 , Sigiri ,  Vegan
4.5 , 82 , Lakruwana ,  Vegan
3.5 , 144 , Banana Leaf ,  Vegan
4.0 , 54 , New Asha Sri Lanka Restaurant ,  Vegan
4.0 , 15 , Spicy Lanka ,  Vegan
4.0 , 7 , Ceylon Curry ,  Vegan
4.5 , 250 , NY Dosas ,  Vegan
5.0 , 5 , San Rasa ,  Vegan
5.0 , 3 , Lanka Grocery ,  Vegan
3.5 , 11 , Bownie Restaurant ,  Vegan
4.0 , 48 , Sigiri ,  Vegan
4.5 , 412 , The MasalaWala ,  Vegan
3.5 , 56 , Dosa Garden ,  Vegan
4.0 , 280 , Amma ,  Vegan
3.5 , 119 , Anjappar Chettinad Restaurant ,  Vegan
3.5 , 62 , Sajni 026 ,  Vegan
3.0 , 58 , The Indian Clove ,  Vegan
4.0 , 270 , Pippali ,  Vegan
3.5 , 624 , Brick Lane Curry House ,  Vegan
4.0 , 578 , The Kati Roll Company ,  Vegan
4.5 , 1551 , Club A Steakhouse ,  Vegan
4.0 , 2705 , Peter Luger Steak House ,  Vegan
4.5 , 1252 , Del Frisco's Double Eagle Steak House ,  Vegan
4.0 , 87 , Liberty Prime Steakhouse ,  Vegan
4.0 , 1089 , Keens Steakhouse ,  Vegan
4.5 , 311 , DeStefano's Steakhouse ,  Vegan
4.0 , 443 , Chart House ,  Vegan
4.0 , 968 , Quality Meats ,  Vegan
4.0 , 648 , Strip House ,  Vegan
4.0 , 514 , Wolfgang's Steakhouse ,  Vegan
4.5 , 56 , Brazeiro Churrascaria ,  Vegan
4.0 , 150 , S Prime Steakhouse ,  Vegan
4.0 , 123 , Amber Steak House ,  Vegan
4.0 , 85 , Gallaghers Steakhouse ,  Vegan
3.5 , 100 , Edward's Steak House ,  Vegan
4.0 , 423 , The Capital Grille ,  Vegan
4.0 , 381 , The Capital Grille ,  Vegan
4.0 , 180 , Fleming's Prime Steakhouse & Wine Bar ,  Vegan
4.0 , 416 , Chimu Peruvian Cuisine & Steak House ,  Vegan
4.0 , 391 , Benjamin Steakhouse ,  Vegan
4.0 , 642 , Sushi Yasaka ,  Vegan
4.5 , 505 , Beyond Sushi ,  Vegan
4.5 , 1253 , Sushi Yasuda ,  Vegan
4.0 , 529 , Ootoya ,  Vegan
4.5 , 48 , Sushi House 21 ,  Vegan
4.5 , 1049 , Sakagura ,  Vegan
4.5 , 233 , Zest ,  Vegan
4.0 , 319 , Asuka Sushi ,  Vegan
4.0 , 427 , Momo Sushi Shack ,  Vegan
4.0 , 1063 , Sake Bar Hagi ,  Vegan
4.0 , 475 , Bozu ,  Vegan
4.0 , 658 , Zenkichi ,  Vegan
4.0 , 361 , Umi Sushi ,  Vegan
4.0 , 695 , Blue Ribbon Sushi ,  Vegan
4.0 , 314 , Takahachi ,  Vegan
4.5 , 307 , Sushi Nakazawa ,  Vegan
4.5 , 110 , Sushi Katsuei ,  Vegan
4.0 , 443 , Hakata Tonton ,  Vegan
4.0 , 607 , Hatsuhana Sushi Restaurant ,  Vegan
4.5 , 57 , Silver Rice ,  Vegan
4.5 , 115 , Sockerbit ,  Vegan
4.5 , 65 , The Sweet Shop NYC ,  Vegan
3.5 , 855 , Dylan's Candy Bar ,  Vegan
4.0 , 132 , papabubble ,  Vegan
4.5 , 64 , The Sweet Life ,  Vegan
4.5 , 515 , Economy Candy Market ,  Vegan
4.0 , 43 , Dewey's Candy ,  Vegan
4.0 , 82 , Aji Ichiban USA ,  Vegan
5.0 , 51 , Handsome Dan's Snocone & Candy Stand ,  Vegan
4.5 , 24 , Slodycze Wedel ,  Vegan
5.0 , 16 , Philips Candy ,  Vegan
4.5 , 7 , CuRious Candy ,  Vegan
4.5 , 18 , Coco Le Vu Candy Shop & Party Room ,  Vegan
4.0 , 35 , Choc Oh Lot Plus ,  Vegan
4.5 , 19 , Lee Sims Chocolates ,  Vegan
4.0 , 24 , Sugar Shop ,  Vegan
4.5 , 11 , Sugarfly Alley ,  Vegan
4.0 , 14 , Handsome Dan's ,  Vegan
4.0 , 32 , William's Candy Shop ,  Vegan
5.0 , 8 , Ame Ame - Rain Gear and Candy ,  Vegan
3.5 , 132 , Taiwanese Gourmet ,  Vegan
4.0 , 801 , Saint's Alp Teahouse ,  Vegan
4.0 , 24 , Taiwan Pork Chop House ,  Vegan
3.5 , 839 , BaoHaus ,  Vegan
5.0 , 20 , Outer Borough ,  Vegan
4.0 , 153 , Come Buy ,  Vegan
4.0 , 136 , May Wah Fast Food ,  Vegan
4.0 , 133 , Main Street Imperial Taiwanese Gourmet ,  Vegan
4.0 , 366 , Han Dynasty ,  Vegan
4.0 , 210 , Gu Shine Taiwanese Restaurant ,  Vegan
4.5 , 90 , Mama Lee ,  Vegan
4.0 , 54 , Hua Ji Pork Chop Fast Food ,  Vegan
3.5 , 398 , TKettle ,  Vegan
4.0 , 61 , Lucky Luna ,  Vegan
4.0 , 30 , Taipei Hong ,  Vegan
3.5 , 101 , Mimi Cheng's Dumplings ,  Vegan
4.0 , 21 , Fun Buns Cart ,  Vegan
4.0 , 76 , Liang's Kitchen ,  Vegan
3.5 , 103 , NYC Cravings Truck ,  Vegan
3.5 , 29 ,  Vegan C Bao ,
5.0 , 31 , Kao Soy ,  Vegan
4.5 , 294 , Up Thai ,  Vegan
4.5 , 169 , Five Stars Thai Cuisine ,  Vegan
4.5 , 67 , Sukhumvit 51 ,  Vegan
4.0 , 1106 , Pure Thai Cookhouse ,  Vegan
4.0 , 1467 , SriPraPhai Thai Restaurant ,  Vegan
4.0 , 614 , Pinto ,  Vegan
4.5 , 226 , Enthaice Thai Kitchen ,  Vegan
4.5 , 85 , Linda Thai Kitchen ,  Vegan
4.0 , 85 , Hi-So Thai ,  Vegan
4.0 , 740 , Song ,  Vegan
4.0 , 642 , Land ,  Vegan
4.0 , 99 , Sri Thai Cafe ,  Vegan
4.0 , 789 , Joya ,  Vegan
4.0 , 252 , Ruay Thai ,  Vegan
4.5 , 233 , Zest ,  Vegan
4.0 , 619 , Ngam ,  Vegan
4.0 , 497 , Thai Market ,  Vegan
4.0 , 126 , Pye Boat Noodle ,  Vegan
4.5 , 60 , Kitchen 79 ,  Vegan
4.5 , 31 , Kebab Istanbul ,  Vegan
3.5 , 117 , Rumi Turkish Grill ,  Vegan
4.5 , 111 , Dayi'nin Yeri ,  Vegan
4.0 , 624 , Beyoglu ,  Vegan
4.0 , 349 , Turkish Kitchen ,  Vegan
4.0 , 202 , Turkish Grill ,  Vegan
4.5 , 134 , The Bosphorus ,  Vegan
4.0 , 185 , Akdeniz Turkish Cuisine ,  Vegan
4.5 , 86 , Mahzen Grill ,  Vegan
4.5 , 86 , Kofte Piyaz ,  Vegan
4.5 , 256 , Taci's Beyti ,  Vegan
4.0 , 127 , Uskudar Turkish Restaurant ,  Vegan
4.5 , 116 , BlackSea Fish & Grill ,  Vegan
4.0 , 109 , Agora Turkish Restaurant ,  Vegan
4.5 , 81 , Marmaris Cafe ,  Vegan
4.0 , 209 , Pasha Restaurant ,  Vegan
4.0 , 147 , Istanbul Kebab House ,  Vegan
4.0 , 165 , Bodrum Mediterranean ,  Vegan
4.0 , 80 , Little Rascal ,  Vegan
4.0 , 98 , Turkuaz Fine Turkish Cuisine ,  Vegan
5.0 , 24 , Jungle Cafe ,  Vegan
4.5 , 210 , Siggy's Good Food ,  Vegan
4.5 , 415 , Champs ,  Vegan
4.0 , 556 , Blossom ,  Vegan
5.0 , 47 , Sweet & Sara ,  Vegan
4.5 , 505 , Beyond Sushi ,  Vegan
4.5 , 63 , Govinda's Vegetarian ,  Vegan
4.5 , 115 , Pickle Shack ,  Vegan
4.0 , 249 , Green Symphony ,  Vegan
4.0 , 203 , Peacefood Cafe Downtown ,  Vegan
4.0 , 275 , Siggy's Good Food ,  Vegan
4.0 , 628 , Peacefood Cafe ,  Vegan
4.0 , 289 , Maoz Vegetarian ,  Vegan
4.0 , 991 , Red Bamboo ,  Vegan
4.5 , 137 , Seasoned Vegan ,  Vegan
4.5 , 40 , Small Peace Soup & Smoothie ,  Vegan
4.0 , 390 , Franchia Vegan Cafe ,  Vegan
4.0 , 195 , M.O.B. ,  Vegan
4.0 , 420 , LuAnne's Wild Ginger All-Asian Vegan ,  Vegan
5.0 , 20 , Hartwell Vegetarian ,  Vegan
4.0 , 292 , Ghenet Brooklyn ,  Vegetarian
4.0 , 326 , Ponty Bistro ,  Vegetarian
4.0 , 41 , B&B African-American ,  Vegetarian
3.5 , 459 , Madiba Restaurant ,  Vegetarian
3.5 , 324 , Braai ,  Vegetarian
3.5 , 296 , Nomad ,  Vegetarian
4.0 , 91 , Cafe Rue Dix ,  Vegetarian
3.5 , 96 , Joloff Restaurant ,  Vegetarian
4.0 , 46 , Keur Sokhna Restaurant ,  Vegetarian
4.0 , 12 , Abidjan ,  Vegetarian
4.0 , 127 , Massawa ,  Vegetarian
3.5 , 69 , Africa Kine Restaurant ,  Vegetarian
3.0 , 284 , Xai Xai South African Wine Bar ,  Vegetarian
4.0 , 12 , La Savane ,  Vegetarian
4.5 , 13 , Ebe Ye Yie ,  Vegetarian
4.0 , 313 , Mesob Ethiopian Restaurant ,  Vegetarian
4.5 , 13 , B & D Halal Restaurant ,  Vegetarian
5.0 , 11 , Le Marecage ,  Vegetarian
3.5 , 77 , Buka New York ,  Vegetarian
4.5 , 9 , Farafina Cafe & Lounge Harlem ,  Vegetarian
4.0 , 870 , The Little Owl ,  Vegetarian
4.5 , 1542 , Gramercy Tavern ,  Vegetarian
4.5 , 121 , Bondurants ,  Vegetarian
4.0 , 529 , Westville ,  Vegetarian
4.5 , 76 , The Eddy ,  Vegetarian
4.5 , 96 , The Heath ,  Vegetarian
4.0 , 427 , Brindle Room ,  Vegetarian
4.0 , 237 , Distilled ,  Vegetarian
4.0 , 687 , Westville ,  Vegetarian
4.5 , 175 , Lot 2 ,  Vegetarian
4.0 , 550 , Market Table ,  Vegetarian
4.0 , 1098 , Perilla ,  Vegetarian
4.0 , 510 , Marc Forgione ,  Vegetarian
4.0 , 150 , Ichabod's ,  Vegetarian
4.0 , 136 , Parker & Quinn ,  Vegetarian
4.5 , 909 , Gotham Bar And Grill ,  Vegetarian
4.0 , 724 , Salt & Fat ,  Vegetarian
4.5 , 195 , Battersby ,  Vegetarian
4.0 , 122 , B4 ,  Vegetarian
4.0 , 1107 , Freemans ,  Vegetarian
4.0 , 170 , Porteno Restaurant ,  Vegetarian
4.0 , 351 , El Almacen ,  Vegetarian
4.0 , 59 , La Fusta Restaurant ,  Vegetarian
4.0 , 253 , Buenos Aires ,  Vegetarian
4.0 , 133 , Choripan Rodizio ,  Vegetarian
3.5 , 98 , Cafe Argentino ,  Vegetarian
3.5 , 240 , Libertador ,  Vegetarian
4.0 , 65 , Libertador ,  Vegetarian
4.5 , 22 , Balvanera ,  Vegetarian
3.5 , 158 , Novecento ,  Vegetarian
4.0 , 68 , El Gauchito ,  Vegetarian
4.5 , 41 , Stella's Empanadas ,  Vegetarian
3.5 , 74 , Pampas Argentinas ,  Vegetarian
4.0 , 83 , La Cabana Argentinan Steakhouse ,  Vegetarian
4.5 , 62 , La Esquina Criolla ,  Vegetarian
4.0 , 161 , Chimichurri Grill ,  Vegetarian
4.0 , 128 , La Fusta Restaurant ,  Vegetarian
4.0 , 63 , Puerto Madero Steakhouse ,  Vegetarian
5.0 , 22 , Argentina Bakery Inc ,  Vegetarian
3.5 , 67 , Estancia 460 ,  Vegetarian
4.5 , 624 , Absolute Bagels ,  Vegetarian
4.0 , 1227 , Ess-A-Bagel ,  Vegetarian
4.5 , 336 , Best Bagel and Coffee ,  Vegetarian
4.0 , 212 , Wonder Bagels ,  Vegetarian
4.0 , 559 , Ess-a-Bagel ,  Vegetarian
4.0 , 516 , Brooklyn Bagel & Coffee Company ,  Vegetarian
4.0 , 287 , H & H Midtown Bagels East ,  Vegetarian
4.5 , 324 , Brooklyn Bagel & Coffee Company ,  Vegetarian
4.0 , 231 , Bagels on the Square ,  Vegetarian
4.0 , 254 , The Bagel Store ,  Vegetarian
4.0 , 258 , Bagelsmith ,  Vegetarian
3.5 , 456 , Murray's Bagels ,  Vegetarian
4.0 , 320 , Tompkins Square Bagels ,  Vegetarian
3.5 , 271 , Leo's Bagels ,  Vegetarian
4.0 , 169 , Bergen Bagels ,  Vegetarian
4.0 , 117 , New York City Bagel Coffee House ,  Vegetarian
4.0 , 142 , Bagel Works ,  Vegetarian
4.5 , 57 , Graso Grill ,  Vegetarian
4.0 , 118 , Bagel & Schmear ,  Vegetarian
3.5 , 103 , Hoboken Hot Bagels ,  Vegetarian
4.0 , 846 , Mighty Quinn's Barbeque ,  Vegetarian
4.5 , 139 , Brooklyn Ice House ,  Vegetarian
4.0 , 1690 , Fette Sau ,  Vegetarian
4.0 , 211 , Hometown Bar-B-Que ,  Vegetarian
4.0 , 544 , Butcher Bar ,  Vegetarian
4.0 , 551 , Dinosaur Bar-B-Que ,  Vegetarian
4.5 , 41 , incrediBALLS ,  Vegetarian
4.0 , 267 , BrisketTown ,  Vegetarian
4.0 , 1833 , Dinosaur Bar-B-Que ,  Vegetarian
4.5 , 42 , Humo Smokehouse ,  Vegetarian
4.0 , 365 , Mable's Smokehouse and Banquet Hall ,  Vegetarian
4.0 , 204 , Morgan's Barbecue ,  Vegetarian
4.0 , 822 , SoCo ,  Vegetarian
3.5 , 1442 , Hill Country Barbecue Market ,  Vegetarian
4.0 , 43 , Mighty Quinn's Barbeque ,  Vegetarian
3.5 , 257 , John Brown Smokehouse ,  Vegetarian
4.5 , 56 , Brazeiro Churrascaria ,  Vegetarian
4.5 , 42 , Mighty Quinn's ,  Vegetarian
4.0 , 38 , Mighty Quinn's Barbeque ,  Vegetarian
3.5 , 395 , The Strand Smokehouse ,  Vegetarian
4.0 , 752 , Petite Abeille ,  Vegetarian
4.0 , 228 , BXL East ,  Vegetarian
4.0 , 161 , BXL Zoute ,  Vegetarian
4.0 , 243 , B Cafe ,  Vegetarian
4.0 , 198 , B Cafe West ,  Vegetarian
3.5 , 363 , BXL Cafe ,  Vegetarian
4.0 , 107 , Belgian Room ,  Vegetarian
3.5 , 44 , Belgian Beer Cafe 'NoMad' ,  Vegetarian
4.0 , 2929 , Pommes Frites ,  Vegetarian
3.5 , 187 , Petite Abeille ,  Vegetarian
3.5 , 424 , Markt ,  Vegetarian
3.5 , 252 , Petite Abeille ,  Vegetarian
4.5 , 542 , Flex Mussels ,  Vegetarian
4.0 , 410 , Vol de Nuit ,  Vegetarian
4.0 , 98 , Brasserie Magritte ,  Vegetarian
4.0 , 21 , The Jolly Monk - Belgian Beer Bar & Grill ,  Vegetarian
4.0 , 621 , Blind Tiger Ale House ,  Vegetarian
4.0 , 347 , Spuyten Duyvil ,  Vegetarian
3.5 , 527 , Resto ,  Vegetarian
4.0 , 182 , Maoz Vegetarian ,  Vegetarian
4.0 , 320 , Ipanema Restaurant ,  Vegetarian
4.0 , 722 , Churrascaria Plataforma ,  Vegetarian
4.5 , 56 , Brazeiro Churrascaria ,  Vegetarian
4.0 , 191 ,  Vegetarian
4.0 , 233 , Beco ,  Vegetarian
4.0 , 45 , Churrasquiera Europa ,  Vegetarian
4.5 , 164 , Villa Brazil Cafe Grill ,  Vegetarian
4.0 , 195 , Berimbau Do Brasil ,  Vegetarian
4.0 , 132 , Copacabana ,  Vegetarian
4.0 , 160 , BarBossa ,  Vegetarian
3.5 , 480 , Esperanto ,  Vegetarian
4.0 , 110 , Rio Grande Churrascaria ,  Vegetarian
4.0 , 123 , Favela ,  Vegetarian
4.5 , 23 , Barzinho ,  Vegetarian
3.0 , 213 , Miss Favela ,  Vegetarian
4.5 , 28 , Beija Flor ,  Vegetarian
5.0 , 32 , Sabor Unido ,  Vegetarian
3.5 , 91 , Rainhas Churrascaria ,  Vegetarian
3.5 , 113 , Zebu Grill Restaurant ,  Vegetarian
4.0 , 40 , Pacifico's Fine Foods ,  Vegetarian
4.5 , 336 , Best Bagel and Coffee ,  Vegetarian
4.5 , 190 , Scratch Bread ,  Vegetarian
4.0 , 435 , Johny's Luncheonette ,  Vegetarian
5.0 , 22 , re.union ,  Vegetarian
4.0 , 499 , MUD ,  Vegetarian
4.5 , 140 ,  Vegetarian
4.5 , 35 , Sharkey's Cafe ,  Vegetarian
4.5 , 93 , Richol Cafe & Bakery ,  Vegetarian
4.5 , 94 , Penny House Cafe ,  Vegetarian
5.0 , 56 , Mountain Province ,  Vegetarian
4.0 , 516 , Brooklyn Bagel & Coffee Company ,  Vegetarian
4.0 , 741 , Tom's ,  Vegetarian
3.5 , 699 , Brownstone Diner & Pancake Factory ,  Vegetarian
4.5 , 45 , 51st Bakery and Cafe ,  Vegetarian
4.5 , 70 , Bluestone Lane Coffee ,  Vegetarian
4.0 , 175 , La Bonbonniere ,  Vegetarian
4.5 , 273 , New Kam Hing Coffee Shop ,  Vegetarian
4.5 , 150 , Rex ,  Vegetarian
4.0 , 183 , The Warehouse Cafe ,  Vegetarian
4.5 , 44 , Eagle Trading ,  Vegetarian
4.5 , 239 , House of Small Wonder ,  Vegetarian
4.0 , 302 , Friedman's ,  Vegetarian
5.0 , 37 , Lunitas ,  Vegetarian
5.0 , 55 , Cafe Talya ,  Vegetarian
4.0 , 201 , Sam A.M. Cafe ,  Vegetarian
4.0 , 616 , Nook ,  Vegetarian
4.5 , 190 , Scratch Bread ,  Vegetarian
4.0 , 2460 , Clinton St. Baking Company ,  Vegetarian
4.5 , 175 , Little Collins ,  Vegetarian
4.0 , 627 , Tartine ,  Vegetarian
4.0 , 1229 ,  Vegetarian
4.5 , 271 ,  Vegetarian
4.0 , 976 , Buttermilk Channel ,  Vegetarian
4.0 , 594 , Le Barricou ,  Vegetarian
4.0 , 668 , The Farm On Adderley ,  Vegetarian
4.0 , 752 , Petite Abeille ,  Vegetarian
5.0 , 64 , BeeHive Oven Biscuit Cafe ,  Vegetarian
4.0 , 541 , Stone Park Cafe ,  Vegetarian
4.0 , 1107 , Freemans ,  Vegetarian
4.0 , 636 , Cafe Luluc ,  Vegetarian
4.0 , 223 , CoCo Fresh Tea & Juice ,  Vegetarian
4.0 , 234 , Kung Fu Tea ,  Vegetarian
4.0 , 52 , Maroon ,  Vegetarian
4.0 , 154 , CoCo Fresh Tea & Juice ,  Vegetarian
4.5 , 16 , Kung Fu Tea ,  Vegetarian
4.0 , 142 , Chatime ,  Vegetarian
4.5 , 42 , Culture Tea Bar ,  Vegetarian
4.0 , 36 , Kung Fu Tea ,  Vegetarian
4.0 , 153 , Come Buy ,  Vegetarian
4.0 , 75 , Ten Ren ,  Vegetarian
4.0 , 801 , Saint's Alp Teahouse ,  Vegetarian
4.0 , 156 , Bubbly Tea ,  Vegetarian
4.5 , 21 , Hawa Smoothies & Bubble Tea ,  Vegetarian
4.5 , 79 , Hi Tea Cafe ,  Vegetarian
4.5 , 211 , Nam Nam ,  Vegetarian
4.0 , 65 , Tapioca Story ,  Vegetarian
4.0 , 393 , Ten Ren Tea Time ,  Vegetarian
3.5 , 38 , Chatime ,  Vegetarian
4.5 , 47 , Big Bear Bubble Tea ,  Vegetarian
4.0 , 329 , Hanco's ,  Vegetarian
4.5 , 278 , Breakroom ,  Vegetarian
4.0 , 727 , Mark ,  Vegetarian
4.0 , 953 , Umami Burger ,  Vegetarian
4.0 , 202 , Left Bank Burger Bar ,  Vegetarian
4.5 , 265 , Juniper ,  Vegetarian
4.5 , 175 , Lot 2 ,  Vegetarian
4.0 , 403 , Bareburger ,  Vegetarian
4.0 , 1177 , Corner Bistro ,  Vegetarian
4.0 , 336 , Two 8 Two ,  Vegetarian
4.0 , 251 , Moo Burger ,  Vegetarian
4.0 , 1794 , The Spotted Pig ,  Vegetarian
4.5 , 57 , Graso Grill ,  Vegetarian
4.0 , 421 , Ruby's ,  Vegetarian
4.0 , 1798 , Shake Shack ,  Vegetarian
4.0 , 195 , White Star Bar ,  Vegetarian
4.0 , 394 , Bareburger ,  Vegetarian
4.5 , 130 , Krug's Tavern ,  Vegetarian
3.5 , 72 , Bareburger ,  Vegetarian
4.0 , 419 , The Burger Bistro ,  Vegetarian
4.0 , 1840 , Shake Shack ,  Vegetarian
4.0 , 712 , The Boil ,  Vegetarian
4.0 , 340 , Great Jones Cafe ,  Vegetarian
4.0 , 215 , Ducks Eatery ,  Vegetarian
4.5 , 96 , Tchoup Shop ,  Vegetarian
4.0 , 822 , SoCo ,  Vegetarian
4.5 , 1281 , Traif ,  Vegetarian
4.0 , 166 , Claw Daddy's ,  Vegetarian
4.0 , 167 , Birdland ,  Vegetarian
5.0 , 11 , The Gumbo Bros ,  Vegetarian
3.5 , 464 , Delta Grill ,  Vegetarian
4.0 , 87 , Heavy Woods ,  Vegetarian
4.0 , 522 , Sugar Freak ,  Vegetarian
3.5 , 439 , Bourbon Street Bar & Grille ,  Vegetarian
4.0 , 177 , Bayou ,  Vegetarian
4.0 , 225 , Catfish ,  Vegetarian
4.0 , 70 , Boiling Pot ,  Vegetarian
4.0 , 79 , Infirmary ,  Vegetarian
3.5 , 143 , Two Boots ,  Vegetarian
4.0 , 79 , Honky Tonk Tavern ,  Vegetarian
3.5 , 67 , Boat House ,  Vegetarian
4.5 , 909 , Gotham Bar And Grill ,  Vegetarian
4.0 , 640 , Colicchio & Sons Main Dining Room ,  Vegetarian
4.0 , 550 , Market Table ,  Vegetarian
4.5 , 905 , Per Se ,  Vegetarian
4.0 , 591 , Blue Hill ,  Vegetarian
4.5 , 70 , Juni ,  Vegetarian
3.5 , 75 , Triomphe ,  Vegetarian
4.0 , 813 , wd-50 ,  Vegetarian
4.0 , 687 , Westville ,  Vegetarian
3.5 , 271 , 44 1/2 ,  Vegetarian
4.0 , 372 , Joseph Leonard ,  Vegetarian
4.0 , 155 , Ellary's Greens ,  Vegetarian
4.0 , 1563 , ABC Kitchen ,  Vegetarian
4.0 , 360 , Rose Water Restaurant ,  Vegetarian
4.0 , 175 , Terri ,  Vegetarian
4.0 , 1583 , Crif Dogs ,  Vegetarian
4.0 , 976 , Buttermilk Channel ,  Vegetarian
4.0 , 330 , Applewood ,  Vegetarian
3.5 , 730 , Prune ,  Vegetarian
3.5 , 429 , Commerce ,  Vegetarian
4.0 , 726 , Num Pang Sandwich Shop ,  Vegetarian
4.5 , 43 , Cambodian Cuisine Torsu ,  Vegetarian
4.0 , 145 , Num Pang Sandwich Shop ,  Vegetarian
4.0 , 209 , Num Pang Sandwich Shop ,  Vegetarian
4.0 , 349 , Bo Ky Restaurant ,  Vegetarian
3.5 , 2 , Battambang Market ,  Vegetarian
3.5 , 34 , Num Pang Sandwich Shop ,  Vegetarian
3.0 , 1 , Pinchos Y Mas ,  Vegetarian
4.0 , 101 , Num Pang Sandwich Shop ,  Vegetarian
3.5 , 623 , The Smoke Joint ,  Vegetarian
3.5 , 23 , Moo Shu Grill ,  Vegetarian
4.0 , 101 , Com Tam Ninh Kieu ,  Vegetarian
4.5 , 382 , Xe May Sandwich Shop ,  Vegetarian
4.0 , 163 , Thanh Da ,  Vegetarian
4.0 , 47 , Krystal's Cafe 81 ,  Vegetarian
4.5 , 3 , Ninja Bubble Tea ,  Vegetarian
3.5 , 556 , Laut ,  Vegetarian
4.0 , 353 , The Green Table ,  Vegetarian
3.0 , 77 , Boi Sandwich ,  Vegetarian
3.0 , 132 , Red Bowl Noodle Shop ,  Vegetarian
4.5 , 378 , The Islands ,  Vegetarian
4.0 , 220 , Freda's Caribbean & Soul Cuisine ,  Vegetarian
4.0 , 44 , Nicole's Caribbean Restaurant ,  Vegetarian
4.0 , 220 , MangoSeed Restaurant ,  Vegetarian
4.0 , 292 , Cabana Restaurant ,  Vegetarian
4.0 , 73 , Glady's ,  Vegetarian
3.5 , 423 , Miss Lily's ,  Vegetarian
3.5 , 532 , Negril Village ,  Vegetarian
4.5 , 92 , Lali Restaurant ,  Vegetarian
4.0 , 97 , Veronica's Kitchen ,  Vegetarian
4.0 , 90 , Elsie's Caribbean Cafe ,  Vegetarian
3.5 , 101 , Battery Harris ,  Vegetarian
3.5 , 200 , Sugarcane ,  Vegetarian
4.5 , 61 , Pasteles Y Algo Mas ,  Vegetarian
3.5 , 84 , Ideya ,  Vegetarian
3.5 , 56 , Jamaican Dutchy ,  Vegetarian
4.0 , 30 , Rowe's Restaurant ,  Vegetarian
3.5 , 71 , Miss Lily's 7A Cafe ,  Vegetarian
4.0 , 13 , Spur Tree ,  Vegetarian
4.0 , 91 , CorletteNY ,  Vegetarian
4.5 , 62 , Delilah's Steaks ,  Vegetarian
4.0 , 411 , 99 Miles to Philly ,  Vegetarian
4.0 , 388 , Shorty's ,  Vegetarian
4.0 , 184 , Shorty's ,  Vegetarian
4.0 , 63 , Midtown Philly Steaks ,  Vegetarian
4.0 , 88 , Shorty's ,  Vegetarian
4.5 , 57 , Rocco's Italian Sausages & Philly Cheese Steaks ,  Vegetarian
4.0 , 31 , Shorty's ,  Vegetarian
4.0 , 99 , Tony Boloney's ,  Vegetarian
4.0 , 40 , Subz Up ,  Vegetarian
4.0 , 225 , Wogies ,  Vegetarian
4.0 , 49 , Piccolo's ,  Vegetarian
3.5 , 24 , 99 Miles to Philly ,  Vegetarian
4.0 , 369 , Kraverie ,  Vegetarian
4.0 , 23 , Philadelphia Grille ,  Vegetarian
3.5 , 68 , Phil's Steaks ,  Vegetarian
3.5 , 17 , Philly Cheesesteak House ,  Vegetarian
